custom-fit-training	C	The state pays a majority share of customized employee training, with the company contributing at least 40%. Concrete money against a real line item for an employer with staff to train.
talent-ready-utah	C	Pathways with a guaranteed job interview on completion, TRAC classroom-plus-paid-work splits, and Utah Works short-term technical training. A structural hiring pipeline rather than a job board.
apprenticeship-utah	C	Employer tooling and incentives to stand up a registered apprenticeship, plus credentialed wage progression. Real workforce structure for a company hiring into technical roles, useless pre-revenue.
sba-thrive	C	Free hybrid executive education for revenue-stage owner-operators: e-learning, live CEO masterminds, one-on-one coaching, and a three-year growth plan. Duplicates the Goldman program's shape at smaller scale.
utah-microloan-fund-umlf	C	A CDFI making microloans to founders banks reject, paired with required orientation, advising, Banking on Women, and free statewide classes. Real capital of last resort with coaching attached.
mountain-land-association-of-governments-revolving-loan-fund-rlf	C	Published terms and real money: $10,000-$100,000, 6 months to 5 years, equipment/fixed assets/working capital, $75 application fee. Checkable enough to plan around.
uintah-basin-economic-development-district	C	Published RLF terms of $5,000-$250,000 for working capital and land/building purchase, with staff support through application and board review. Subordinated gap financing tied to job creation.
wildcat-microfund	C	GetFUNDED cash awards up to $3,000, milestone-based, statewide, nondilutive, low friction. Small, but it is money and you can apply for it.
utah-department-of-agriculture-and-food	C	Open grant programs with named categories (grazing improvement, predatory-animal control, salinity reduction), agricultural loans, and USDA navigation. Real money for a food or livestock operator.
utah-division-of-outdoor-recreation	C	The Utah Outdoor Recreation Grant and related programs, plus explicit business recruitment for outdoor-recreation companies. Named grant money for a specific industry.
utah-film-commission	C	Runs the motion-picture incentive program — actual money against a production budget — plus location scouting, crew directories, and Film Ready community support.
utah-film-center-fiscal-sponsorship	C	Fiscal sponsorship lets an approved project accept tax-deductible donations and apply for grants requiring a nonprofit sponsor. That is a legal and financial capability that otherwise costs real money to build.
utah-governor-s-office-of-economic-opportunity	C	A router, but the router, and the things behind it are money: incentives, rural grants, APEX, USBCI, Opportunity Zones, with business@utah.gov as a real intake line.
kem-c-gardner-policy-institute	C	Authoritative free Utah economic, demographic, and sector research. For a founder writing a market thesis or an expansion case this is the source, not a substitute for one.
nucleus-marketedge	C	Free cohort commercialization program for Utah professors, PhDs, and postdocs, ending in a pitch to active investors, at 8-10 hours a week. Specific, free, and aimed at people who genuinely cannot see the market.
nucleus-institute	C	The router across Nucleus Grow, UTIF, and the Nucleus Fund. Diagnosing which of three doors you need is a real service, but it is a doorway to the things that matter rather than the thing itself.
strive	C	Eight weeks of free cohort training for military-connected founders through the IVMF partnership, then ongoing VBRC advising and mentorship. Structured, free, and genuinely hard to assemble alone.
veteran-business-resource-center-vbrc-utah	C	One-on-one advisor sessions, the STRIVE program, an annual conference, and help getting listed as a verified veteran-owned business. The advising is the substance; the registry is not.
southern-utah-university-cedar-city-business-and-innovation-center	C	A single southern Utah door to SBDC counseling and APEX contracting help plus free 3D printing, a digital media studio, and laser engraving. Free tools plus free advising in one building is more than routing.
47g-utah-aerospace-and-defense-association	C	Market access and government navigation, capital access, supply-chain integration, and testbeds and demonstrations for dual-use hard tech. For a defense-adjacent Utah founder this is the practical route to Hill AFB and the primes.
startup-ignition-ventures	C	$100K-$1M pre-seed with an unusually usable intake: SIV Instant promises an initial response in 24 hours, plus validation tooling and mentor access. Publishing a real front door is what separates this from the fund pages.
kickstart-fund	C	A long-running Mountain West seed fund actively deploying in Utah with a public portfolio to calibrate against. Worth the morning it takes to decide whether to chase a warm intro.
pelion-ventures	C	An established Salt Lake City early-stage software fund operating since 1986. You cannot apply your way in, but a Utah software founder raising seed should know the thesis and the stage.
peterson-ventures	C	A Utah seed fund with a founder-oriented team and a long local network across SaaS, commerce, fintech, and healthtech. Directory-grade for most readers, worth a morning for a matching founder.
album	C	Lehi early-stage fund since 2014 with a checkable portfolio — Podium, Degreed, Divvy, Neighbor, Owlet. Real deployment at Utah scale; still a lead, not a service.
mercato-partners	C	Growth-stage capital across several named fund strategies including Traverse and the Savory Restaurant Fund, with published high-level fit thresholds. Useful once there is substantial revenue.
epic-ventures	C	Salt Lake City early-stage fund since 1994 with a University of Utah Ventures partnership feeding university-linked deal flow. Established, active, and unapplyable.
tandem-ventures	C	Draper fund investing pre-seed through later stages with published check-size ranges by stage — more than most Utah funds disclose — plus The Stable founder community.
signal-peak-ventures	C	An established Salt Lake City early-stage technology fund, now publicly branded Run Ventures on the same domain. Note the rebrand when searching.
rqm-plus	C	Medtech regulatory and quality expertise across 510(k), De Novo, PMA, IDE, EU MDR and IVDR, design controls, and QMS. For a device founder this is the difference between a submission and a wasted year, at consultant prices.
wilson-sonsini-salt-lake-city	C	The firm that does venture financings to national standard, with a Salt Lake City office. For a venture-scale or spinout founder expecting institutional money, that reduces a real risk at real cost.
kirton-mcconkie	C	200+ attorneys covering formation, founder agreements, equity and vesting, SAFEs and priced rounds, securities compliance, and the messy contractual middle. A single established Utah firm for the whole arc.
parsons-behle-latimer	C	Technology and IP transactions, licensing and joint-development agreements, IP due diligence, and patent and trade-secret strategy. Aimed squarely at founders whose value is concentrated in IP.
maschoff-brennan	C	An IP boutique doing patent and trademark prosecution, post-issuance proceedings, portfolio management, and technology-transfer transactions. The right shape for a spinout or device team.
workman-nydegger	C	An IP-only Salt Lake City firm handling both prosecution and litigation. For a founder whose moat is a device, a chemistry, an algorithm, or a process, that is the specific hour worth buying.
bbcetc	C	Hands-on SBIR/STTR proposal support, training, and post-award management from a national specialist. Real expertise, but paid, and Nucleus Grow supplies much of the same free.
university-of-utah-lassonde-entrepreneurship-institute	C	Lassonde Studios, Get Seeded, the Tim Draper Utah Entrepreneur Challenge, Bench to Bedside, DevLab, and Hours with Experts. Substantial for a U of U student and unavailable to anyone else.
brigham-young-university-byu-rollins-center	C	Miller Grants, competitions, Sandbox-style venture support, and a founder peer community aimed at students holding equity by graduation. Real for BYU students, closed to everyone else.
ihub	C	A Provo incubator with a licensed commercial kitchen, maker space, warehouse and fulfillment staging, and staged Founders Floor milestones. The kitchen and warehouse are genuinely scarce for physical-product founders.
the-hub-at-bridgerland-technical-college	C	One Logan building holding free business counseling, an Innovation Zone makerspace with CNC and laser, a certified commercial incubator kitchen, Custom Fit training, and incubator offices. Unusual density for northern Utah.
make-utah	C	A 50,000+ sq ft Pleasant Grove hard-tech incubator with prototyping equipment and R&D coworking for teams that have outgrown a garage. Pricing is unpublished, which caps it.
make-salt-lake	C	A nonprofit makerspace with tool labs for digital fabrication, woodworking, metalworking, textiles, and electronics. Affordable shared shop access is a real substitute for capital equipment.
womens-business-center-of-utah	C	Free statewide advising, workshops, and templates across planning, capital access, and operations for women founders. Substantive, and overlapping enough with the SBDC to cap it here.
