now-cfo	D	Fractional CFO, controller, outsourced accounting, board and investor reporting, and finance-team placement. Competent and entirely substitutable — Utah has many of these.
preferred-cfo	D	Fractional CFO leadership, forecasting and 13-week cash models, fundraising prep, and outsourced HR, with a complimentary initial assessment. Skews to revenue-stage clients.
eide-bailly-utah	D	A national CPA and advisory firm reachable through a Salt Lake City office, with fractional CFO, outsourced accounting, and R&D tax credit work. The credits are the concrete part.
tanner-llc	D	A Salt Lake City CPA firm since 1940 doing audits, benefit-plan audits, M&A due diligence, SEC reporting consultation, and tax. The established local choice when financial credibility is the question.
utah-s-own-local-food-production	F	A member directory and buy-local branding for Utah agricultural and food producers. Visibility, which is the definition of the F line.
veteran-owned-business-registration-utah	F	A searchable public registry of verified veteran-owned Utah businesses. Verification is real; the output is a listing.
best-of-state-awards	F	Several hundred medals a year across ten divisions, self-nominated. A ribbon you can put in front of customers, which is exactly what F means.
university-of-utah-pivot-center	F	A redirect page for the Technology Licensing Office's former name, kept so a search for PIVOT lands somewhere. Genuinely useful as a signpost, and a signpost is a listing.
university-of-utah	F	A routing stub for the flagship research university and its specialized units. A founder needs the TLO, a lab, or a professor, not the university's front door.
international-trade-and-diplomacy	F	A GOEO page describing diplomatic visits and trade-mission partnerships that then points companies at World Trade Center Utah. A hop, not a service.
utah-association-of-counties-uac	F	The association representing Utah's 29 county governments. Its own page tells founders to contact the county directly; a founder uses it as a directory hop.
utah-league-of-cities-and-towns-ulct	F	Advocacy, training, and technical assistance for municipal officials. A founder uses it to work out which city department handles a permit.
utah-alliance-for-economic-development	F	A membership organization for economic-development professionals with quarterly training meetings. Not a founder's first call and not a founder's second one.
rural-utah-chamber-coalition	F	A coalition of rural chamber executives and county leaders doing peer training and advocacy. A founder reaches it only by referral through their local chamber.
utah-digital-entertainment-network	F	A volunteer-led trade community for film, games, and digital media with industry storytelling and an email address, and no structured service menu.
visit-utah	F	The state's consumer travel brand. Useful for understanding how Utah markets itself to visitors; it is a destination-marketing site, not a business resource.
salt-lake-city-office-space-for-rent	F	A national office-space brokerage listing that collects your contact details and returns quotes. A listing about listings.
coworking-space-in-salt-lake-city-offices-net	F	A national coworking listing service with a broker phone line, not a Salt Lake operator. Same shape as the office-space brokerage above.
wasatch-women-s-business-alliance	F	Recurring networking and mastermind meetings with elevator-pitch practice and referral sharing in Wasatch County, food at your own expense. A local peer circle.
heber-city-community-alliance-for-main-street	F	Volunteer downtown placemaking, public art, and event fundraising in Heber City, open to anyone 14 and up. Civic work, not founder work.
vernal-downtown-alliance	F	Main Street Approach revitalization for downtown Vernal through networking sessions, events, and promotions for brick-and-mortar businesses.
1-million-cups-orem	F	A weekly presentation slot with peer feedback at the UVU Business Resource Center, free. Practice and company, three chapters deep across three pages.
1-million-cups-salt-lake	F	Weekly presentations, peer Q&A, and a Slack, with community guidelines emphasizing support over selling. One of three 1MC pages for the same program.
1mc-salt-lake	F	The Salt Lake 1 Million Cups chapter described a third time; identical letter until the pages merge. Weekly presenter slots and structured audience questions.
bear-lake-valley-chamber-of-commerce	F	Networking, business highlights, website advertising, ribbon cuttings, and a member directory. The chamber package, done for Bear Lake.
big-chamber-beaver-iron-garfield	F	A tri-county directory, networking events, an advocacy series, and a community calendar across Beaver, Iron, and Garfield.
box-elder-chamber-of-commerce	F	Business support, community connections, advocacy, a member directory, networking events, and Peach Days.
cache-valley-chamber-of-commerce	F	A directory, newsletter, event calendar, Women in Business and Leadership Lunch programs, and advocacy.
carbon-county-chamber-of-commerce	F	Membership, advocacy referenced in county economic-development materials, and chamber news and events.
cedar-city-area-chamber-of-commerce	F	A member directory, an events calendar, and a join flow for Iron County businesses.
davis-chamber-of-commerce	F	Networking events, a member directory, sponsorship packages, and committees including Lakesiders, Military Affairs, and Women in Business.
delta-area-chamber-of-commerce	F	Monthly luncheons, community festivals, a member directory, and business safety and fraud education posts.
flaming-gorge-chamber-of-commerce	F	Regional tourism marketing, an Adventure Guide listing, and summer event sponsorship, for $60 a year in Daggett County.
greater-nephi-chamber-of-commerce	F	A directory, events, sponsorships, a Best in Business Gala, ribbon cuttings, and a request-for-quote tool reaching member businesses.
heber-valley-chamber-of-commerce	F	Networking and promotion, economic education, a visitor guide, and event reminders through the Go Heber Valley platform.
hurricane-valley-chamber-of-commerce	F	A directory listing, networking luncheons, ribbon cuttings, advertising, and Business of the Month recognition.
moab-chamber-of-commerce	F	A member directory, an events calendar, luncheons, advocacy with city and county officials, and Discover Moab visitor tie-ins.
park-city-chamber-of-commerce	F	A partner directory, visitparkcity.com exposure, discounted Deer Valley and Park City Mountain ski passes, and policy research. The ski passes are the honest headline.
richfield-chamber-of-commerce	F	Tiered membership at $300, $550, and $900 with directory profiles, newsletter features, luncheons, a $30 festival booth, and radio spotlights at higher tiers.
san-juan-county-chamber-of-commerce	F	Membership, leader networking, and community building for the county business base, with county economic development handling incentives.
sanpete-chamber-of-commerce	F	Tiered memberships from $75 a year to $1,000, with directory profiles, luncheon tickets, newsletter features, and ribbon-cutting support.
st-george-area-chamber-of-commerce	F	Member resources and training, in-person and digital networking, advocacy, and Platinum, Gold, and Silver investor tiers for 1,000+ businesses.
uzona-hildale-chamber-of-commerce	F	A business directory, an events calendar including the UZONA Luncheon, membership, and regional promotion across the Utah-Arizona border communities.
vernal-area-chamber-of-commerce	F	A member directory, events, Dinah-Mites ambassador support for grand openings and ribbon cuttings, and Business of the Month awards.
washington-area-chamber-of-commerce	F	Business-community connection, tourism and shopping promotion, and a membership pathway in the Washington City submarket.
utah-asian-chamber-of-commerce-uacc	F	Chamber events, mentorship connections, and business resources, with a contact form for joining and no published dues.
utah-hispanic-chamber-of-commerce	F	Advocacy, business guidance, a searchable member directory, events on Facebook and Eventbrite, and a scholarship link, since 1991.
utah-korean-chamber-of-commerce	F	Advocacy, networking events, a newsletter, sponsorship channels, and local market insight, with events RSVP'd on the homepage.
utah-native-american-chamber-of-commerce	F	Event listings including community powwows, an email list for Native Utah business news, and a platform to connect Indigenous entrepreneurs.
grand-county-economic-development	F	Economic development coordinated through county administration with no standalone department page — business licenses, bids, planning applications, and a staff contact.
juab-county-economic-development	F	County permits, licenses, greenbelt information, and property tax payment, with economic-development advising routed through a director listed in a state directory.
iron-county-economic-development	F	Marketing, regional data, project news, and a linked commercial property search. Staff support for expansion inquiries is implied rather than described.
morgan-county-economic-development	F	A county economic development page with chamber linkage, a mailing address, and integration with planning, tourism, and recreation departments.
san-juan-county-economic-development	F	Relocation guides, a partner directory pointing at SBDC, APEX, GOEO, and RCAC, and tourism and quality-of-life positioning.
bear-lake-regional-commission	F	Regional planning documents, meeting agendas, and zoning, trails, and special-event permit resources. Its own page says it is a convener, not a business resource.
salina-chamber	unranked	Listed with a city-government URL rather than a chamber homepage, and the 1,200-member claim could not be verified on any live chamber site. Nobody can tell what this is.
morgan-chamber-of-commerce	unranked	Chamber-style support described in a state directory and confirmed nowhere on the current landing page. Confirm the organization still operates before recommending it.
acceler8-wasatch	unranked	A partner-backed ecosystem initiative anchored in aerospace and defense, whose specific services cannot be verified because the official site is down.
vision-iron-county	unranked	A Cedar City-area planning nonprofit whose Vision 2050 work is unconfirmed on a parked domain. Route Iron County founders to verified neighbors instead.
pitted-ventures	unranked	A Sandy growth-capital firm for consumer brands with affiliated logistics and channel services, all of it needing re-verification because the site is down.
impact-utah	unranked	Manufacturing consulting and training described only in a CSV import, with no official page, archive, or partner page confirming an active program model. Utah MEP is the verified path.
first-step-entrepreneur	unranked	A six-week online cohort for people without a business idea yet, imported from a directory with cost, requirements, and eligibility unverified.
fstep-idea-explorer	unranked	A free interactive idea-generation tool listed in a state directory, with nothing verified beyond the listing.
get-started-business-idea-challenge	unranked	Still listed on Startup State, but milestone amounts, timelines, and application mechanics could not be verified from any readable live program page.
revolving-loan-fund-program-rlf-r6	unranked	Gap financing for six central Utah counties whose current loan sizes and eligible uses could not be supported from the captured source. The money may be real; the terms are unknown.
revolving-loan-fund-program-rlf-south-eastern-utah	unranked	Non-traditional gap lending for four southeastern counties, with loan sizes, repayment periods, and eligible uses all unsupported by the capture.
utah-small-business-credit-initiative-usbci	unranked	A thin directory card for the program described properly on the other USBCI page. Not fully specified here; use that page's B rating and merge these.
utah-chinese-association	unranked	Cultural festivals, heritage programming, and a multi-chamber alliance listing, with business offerings unverified on any live site.
utah-muslim-civic-league-umcl	unranked	Civic education and voter engagement, with no business mentorship, marketing, or funding documented — and no live site to check. Its own page says nobody, until someone confirms it operates.
a-tech-home-plans	unranked	A Davis County residential-design firm that landed on the founder shelf through a directory import. Nothing here describes a service to founders.
ai-seminar-for-small-businesses-and-non-profits	unranked	A one-time free AI seminar imported from a directory, with no current or recurring event to attend.
cynosure	F	An alternatives asset manager serving high-net-worth families, foundations, and institutions. It is on this shelf because a directory put it here; it hands a founder nothing.
utah-medicaid	n/a	State-federal health coverage administered by DHHS. A public benefits program for Utah residents, not a founder resource.
safeut	n/a	A statewide crisis and school-safety service run through Huntsman Mental Health Institute under state law. Aimed at students, parents, and school staff.
fourth-street-clinic	n/a	Integrated health care for people experiencing homelessness in Salt Lake City.
primary-childrens-hospital	n/a	Intermountain Health's pediatric hospital system. Ranking a children's hospital on founder utility would be a category error.
utah-office-of-primary-care-and-rural-health	n/a	A DHHS office supporting access to primary, behavioral, and oral health care, serving rural hospitals, clinics, and public and nonprofit providers.
sistema-utah	n/a	Free after-school orchestral and band instruction for students at Title I schools in West Valley City.
mountain-heights-academy	n/a	A tuition-free online Utah charter school for grades 7-12.
code-adventure-utah	n/a	A free summer coding camp for teen girls covering cybersecurity, data analytics, UX, and software engineering.
utah-kids-code-camp	n/a	A free volunteer-taught coding camp for children aged 5 and up, held at Neumont College.
utah-geek-events	n/a	The nonprofit that runs Kids Code Camp. Its documented output is one children's event.
clearfield-job-corps	n/a	A residential federal Job Corps campus offering tuition-free career-technical training and diploma or GED support to eligible young adults.
weber-basin-job-corps	n/a	A residential Job Corps conservation center in Ogden offering trades and conservation training to eligible young adults.
apa-sherpa-foundation	n/a	A Utah 501(c)(3) funding education, food, shelter, and clothing in the Khumbu region of Nepal.
ivumed	n/a	A Sandy 501(c)(3) running 25-30 surgical teaching workshops a year for surgeons and nurses in low-resource countries.
choice-humanitarian	n/a	A Utah nonprofit running self-developing village programs in rural communities across several countries.
utah-water-savers	n/a	The application portal for publicly funded water-conservation rebates on irrigation controllers and pre-1994 toilet replacement.
